pdf_id,g3-flash-preview think__id,g3-flash-preview think__name_en,g3-flash-preview think__name_ml,g3-flash-preview think__cost,g3-flash-preview think__n_raw,g3-flash-preview think__has_json,g3-flash-preview think__usd,g3-flash-preview think__out_tok,g3-flash-preview nothink__id,g3-flash-preview nothink__name_en,g3-flash-preview nothink__name_ml,g3-flash-preview nothink__cost,g3-flash-preview nothink__n_raw,g3-flash-preview nothink__has_json,g3-flash-preview nothink__usd,g3-flash-preview nothink__out_tok,g2.5-flash v2__id,g2.5-flash v2__name_en,g2.5-flash v2__name_ml,g2.5-flash v2__cost,g2.5-flash v2__n_raw,g2.5-flash v2__has_json,g2.5-flash v2__usd,g2.5-flash v2__out_tok,g3.1-flash-lite v2__id,g3.1-flash-lite v2__name_en,g3.1-flash-lite v2__name_ml,g3.1-flash-lite v2__cost,g3.1-flash-lite v2__n_raw,g3.1-flash-lite v2__has_json,g3.1-flash-lite v2__usd,g3.1-flash-lite v2__out_tok
86959f3d-18b4-49b6-aa19-ba4a0a1e5986,,,,,18,False,0.136574,40088,,Purchase of Medicines to Gov: Ayurveda Dispensary,,0.0,57,True,0.048122,10604,S0100/15,Purchase of Medicines to Gov: Ayurveda Dispensary,ഗവ. ആയുർവേദ ആശുപത്രിക്ക് മരുന്ന് വാങ്ങൽ,0.0,1,True,0.02784,3469,S0100/15,Purchase of Medicines to Gov: Ayurveda Dispensary,ഗവ. ആയുർവേദ ആശുപത്രി മരുന്ന് വാങ്ങൽ,100000.0,1,True,0.016176,2695
88dab004-230d-4722-9abc-bc3e948037c7,,,,,3,False,0.027225,7433,,porkkott stadium footpath balance portion ward 27,,94488.0,3,True,0.008295,1123,S0184/20,porkkott stadium foothpath balance portion ward 27,പോർക്കാട്ട് സ്റ്റേഡിയം നടപ്പാത ബാക്കി ഭാഗം വാർഡ് 27,94488.0,1,True,0.008168,969,S0184/20,porkkott stadium footpath balance portion ward 27,പോർക്കോട് സ്റ്റേഡിയം നടപ്പാത ബാക്കി ഭാഗം വാർഡ് 27,94488.0,1,True,0.00471,716
8923adf0-9c7b-4e0b-8363-badeb17bfb82,,,,,5,False,0.064008,18070,,VGF,,308000.0,5,True,0.017583,2595,S0104/23,VGF,വി ജി എഫ്,308000.0,1,True,0.015476,1593,S0104/23,V G F,വി എഫ്,308000.0,1,True,0.009803,1686
8cad15fe-e2cb-4ba3-a970-0e6d5d2d2d84,,,,,7,False,0.065348,18515,,Cloth bag making -subsidy,,,8,True,0.019693,3297,,Cloth bag making -subsidy,തുണി സഞ്ചി നിർമ്മാണം-വനിത ഗ്രൂപ്പ് -സബ്‌സിഡി നൽകൽ,258250.0,1,True,0.015392,1558,S0113/23,Cloth bag making -subsidy,തുന്നൽ യന്ത്രം-വനിത ഗ്രൂപ്പ്-സബ്‌സിഡി നൽകൽ,258250.0,1,True,0.008919,1095
8cf6065e-cffc-4fe3-b8b0-db45f0b5427f,,,,,7,False,0.259972,82849,,KASARGOD BLOCK PUNCHAYATH 2020-2021- MAITENANCE WORK AND PAITING FOR CHC AND QUATERS AT KUMBALA,,775000.0,6,True,0.019671,3290,S0023/21,KASARGOD BLOCK PUNCHAYATH 2020-2021- MAITENANCE WORK AND PAITING FOR CHC AND QUATERS AT KUMBALA,കാസർഗോഡ് ബ്ലോക്ക് പഞ്ചായത്ത് 2020-2021 - കുമ്പള സിഎച്ച് സിക്കും ക്വാർട്ടേഴ്സിനും അറ്റകുറ്റപണിയും പെയിൻറിങ്ങും,775000.0,1,True,0.016533,2015,S0023/21,KASARGOD BLOCK PUNCHAYATH 2020-2021- MAITENANCE WORK AND PAITING FOR CHC AND QUATERS AT KUMBALA,കാസർഗോഡ് ബ്ലോക്ക് പഞ്ചായത്ത് 2020-2021 - കുംബള സി.എച്ച്.സി. കെട്ടിടം അറ്റകുറ്റപ്പണിയും പെയിന്റിംഗും.,775000.0,1,True,0.009821,1697
8ede6387-3c1f-48a1-8e53-df9ca375caf8,,,,,5,False,0.072594,20932,,Mundakkal Colony Pond Renovation at Ward 14 of Peerumedu GP,,500000.0,6,True,0.019179,3127,S0288/22,Mundakkal Colony Pond Renovation at Ward 14 of Peerumedu GP,പീരുമേട് പഞ്ചായത്ത് വാർഡ് 14 ൽ മുണ്ടക്കൽ കോളനി കുളം നവീകരണം,500000.0,1,True,0.016326,1933,S0288/22,Mundakkal Colony Pond Renovation at Ward 14 of Peerumedu GP,പീരുമേട് പഞ്ചായത്ത് വാർഡ് 14 ൽ മുണ്ടക്കൽ കുളം നവീകരണം,500000.0,1,True,0.009878,1736
8f957593-c12f-4e1d-bc9d-edfa0c3aa4d7,,,,,5,False,0.057081,15761,,EXPENSES FOR DRINKING WATER DISTRIBUTION,,150000.0,4,True,0.016992,2398,S0335/21,EXPENSES FOR DRINKING WATER DISTRIBUTION,കരിവെള്ളിക്കാര്യം,150000.0,1,True,0.015844,1740,S0335/21,EXPENSES FOR DRINKING WATER DISTRIBUTION,കുടിവെള്ളവിതരണം,150000.0,1,True,0.00923,1304
93f29672-bfce-496f-945f-71c188a3ee92,,,,,3,False,0.037426,10293,,Day to day expenses of CHC Porunnannur,,,4,True,0.011014,1489,S0053/20,Day to day expenses of CHC Porunnannur,പൊരുന്നന്നൂർ സാമൂഹികാരോഗ്യകേന്ദ്രത്തിലെ ദൈനംദിന ചിലവുകൾ,250000.0,1,True,0.009912,901,S0053/20,Day to day expenses of CHC Porunnannur,പൊന്നാനി സി.എച്ച്.സി.യുടെ ദൈനംദിന ചെലവുകൾ,250000.0,1,True,0.006236,926
94e19cf5-87f6-4d23-a6f3-797dcfd20944,,,,,3,False,0.028398,7824,,Maintenance of Kureekkattilpadi njaliparambilpadi Road - Naranganam GP,,1500000.0,3,True,0.009702,1592,S0687/22,Maintenance of Kureekkattilpadi njaliparambilpadi Road - Naranganam GP,കുരീക്കാട്ടിൽപടി ഞാലിപ്പറമ്പിൽപ്പടി റോഡ് പുനരുദ്ധാരണം നാരങ്ങാനം ഗ്രാമ പഞ്ചായത്ത്,1500000.0,1,True,0.008711,1186,S0687/22,Maintenance of Kureekkattilpadi njaliparambilpadi Road - Naranganam GP,കരിങ്കട്ടിപ്പടി ഞാലിപ്പറമ്പിൽപടി റോഡ് പുനരുദ്ധാരണം നാരങ്ങാനം ഗ്രാമ പഞ്ചായത്ത്,150000.0,1,True,0.004772,757
95b66f05-dd04-4cce-a183-8c2edfd5dd7e,,,,,4,False,0.058632,16278,,Renovation Of kachadipparambu varikkod anganwadi,,500000.0,4,True,0.017574,2592,S0133/24,Renovation Of kachadipparambu varikkod anganwadi,കാച്ചടിപ്പറമ്പ് വരിക്കോട് അങ്കണവാടി നവീകരണം,500000.0,1,True,0.015084,1436,S0133/24,Renovation Of kachadipparambu varikkod anganwadi,കച്ചാടിപ്പറമ്പ് വരിക്കോട് അങ്കണവാടി നവീകരണം,500000.0,1,True,0.009491,1478
95e5f4c5-1e4d-4366-b887-84c817d01e48,,,,,5,False,0.063886,18028,,Study Room for SC Students,,,8,True,0.018985,3061,,Study Room for SC Students,പട്ടികജാതി വിദ്യാർത്ഥികൾക്ക് പഠനമുറി നിർമ്മിച്ച് നൽകൽ,800000.0,1,True,0.016209,1885,S0022/25,Study Room for SC Students,പട്ടികജാതി വിദ്യാർത്ഥികൾക്ക് പഠനസൗകര്യം ലഭ്യമാക്കൽ,8000000.0,1,True,0.009354,1385
9e464f19-58f4-485e-976e-8dd25fd01531,,,,,6,False,0.044104,12518,,FISHING NET FOR TRADITINAL FISHERMEN(SEA),,,8,True,0.025984,6478,159,FISHING NET FOR TRADITINAL FISHERMEN (SEA),പരന്പരാഗത മത്സ്യത്തൊഴിലാളികൾക്ക് വല,,1,True,0.010514,1141,S0159/17,FISHING NET FOR TRADITINAL FISHERMEN(SEA),പരമ്പരാഗത മത്സ്യത്തൊഴിലാളികൾക്ക് വല,500000.0,1,True,0.006368,1013
9e75d556-516b-42bf-9fff-59fbff387739,,,,,4,False,0.034753,9402,,GENDER RESOURCE CENTER,,200000.0,5,True,0.012742,2065,S0180/21,GENDER RESOURCE CENTER,ജൻഡർ റിസോഴ്സ് സെന്റർ,200000.0,1,True,0.010907,1299,S0180/21,GENDER RESOURCE CENTER,ജൻഡർ റിസോഴ്സ് സെന്റർ,200000.0,1,True,0.006472,1083
a2c13cf0-b9dc-482d-9ab9-661c79cd5ac5,,,,,3,False,0.060448,17967,,Technical Support Charge of IKM,,3161935.0,4,True,0.011971,1808,S0002/21,Technical Support Charge of IKM,പൊതുവിഭാഗം സാങ്കേതിക സഹായ വിഭാഗം,3161935.0,1,True,0.01089,1292,S0002/21,Technical Support Charge of IKM,ഏകീകൃത സാങ്കേതിക സഹായ വിഹിതം,3161935.0,1,True,0.006725,1252
a65dc4af-d4c6-4251-a944-1ddd022d8c63,,,,,5,False,0.051702,13968,,Arts and sports activities for Mentally retarded children in corporation area,,300000.0,5,True,0.018543,2915,,Arts and sports activities for Mentally retarded children in corporation area,ഭിന്നശേഷിക്കാരായ കുട്ടികൾക്ക് മാനസികോല്ലാസ കലാകായിക മൽസരം,300000.0,1,True,0.015924,1772,S0983/23,Arts and sports activities for Mentally retarded children in corporation area,ഭിന്നശേഷിക്കാരായ കുട്ടികൾക്ക് സഹായകരമായ കലാകായിക സേവനം,300000.0,1,True,0.009851,1718
a8010d00-efe7-4f2d-8898-1e4fe7db4917,,,,,3,False,0.03832,10591,,Medicin Purchase for G A H Kasaragod,,807800.0,3,True,0.010969,1474,S0017/16,Medicin Purchase for GAH Kasaragod,ആയുർവേദ ആശുത്രിക്ക് മരുന്നു വാങ്ങൽ,0.0,1,True,0.011315,1462,S0017/16,Medicin Purchase for G A H Kasaragod,ആയുർവേദ ആശുപത്രി മരുന്ന് വാങ്ങൽ,0.0,1,True,0.006476,1086
aa0a3f53-5839-4cfe-9cdb-4eb719734e2f,,,,,5,False,0.050646,13616,,Aruvappara Elakkad farm road retarring and concreting Ward-5,,588298.0,4,True,0.01812,2774,S0047/24,Aruvappara Elakkad farm road retarring and concreting Ward-5,അരുവപ്പാറ ഇലക്കാട് ഫാം റോഡ് റീ ടാറിംഗ് കോൺക്രീറ്റിംഗ് വാർഡ്-5,588298.0,1,True,0.016284,1916,S0047/24,Aruvappara Elakkad farm road retarring and concreting Ward-5,അരുവപ്പാറ ഇലക്കാട് ഫാം റോഡ് ടാറിംഗ് കോൺക്രീറ്റിംഗ് വാർഡ്-5,588298.0,1,True,0.010036,1841
aa17ddc8-d857-44d4-ad6f-7b376ba537de,,,,,7,False,0.063879,17485,,Panchayath Office Maintance,,1490000.0,10,True,0.022613,3730,S0063/20,Panchayath Office Maintance,പഞ്ചായത്ത് ഓഫീസ് മെയിൻ്റനന്സ്,1490000.0,1,True,0.018716,2122,S0063/20,Panchayath Office Maintance,പഞ്ചായത്ത് ഓഫീസ് മെയിന്റനൻസ്,1490000.0,1,True,0.011413,1950
ac239b78-f972-4965-97a8-b0214793edea,,,,,4,False,0.05236,15271,,Sadabdimandiram poortheekaranam,,1000000.0,7,True,0.01345,2301,404,Sadabdimandiram poortheekaranam,ശതാബ്ദിമന്ദിരം പൂർത്തീകരണം,10000000.0,1,True,0.01038,1088,S0404/23,Sadabdimandiram poortheekaranam,ശതാബ്ദിമന്ദിരം പൂർത്തീകരണം,10000000.0,1,True,0.006634,1191
aceecaf0-5478-4c4c-bf9f-1afaeb1974dd,,,,,5,False,0.06975,19984,,DP 2021-22 VPPMKPS GHSS TRIKARIPUR COMPOUND WALL CONSTRUCTION IN TRIKARIPUR GP,,1000000.0,9,True,0.019143,3115,S0548/22,DP 2021-22 VPPMKPS GHSS TRIKARIPUR COMPOUND WALL CONSTRUCTION IN TRIKARIPUR GP,കാജിപാ 2021-22 വിപിപിഎംകെപിഎസ് ജിഎച്ച്എസ്എസ് തൃക്കരിപ്പർ ചുറ്റുമതിൽ നിർമ്മാണം,1000000.0,1,True,0.016484,1996,S0548/22,DP 2021-22 VPPMKPS GHSS TRIKARIPUR COMPOUND WALL CONSTRUCTION IN TRIKARIPUR GP,കാസർഗോഡ് ബിപിഎംകെപിഎസ് ജിഎച്ച്എസ് തൃക്കരിപ്പൂർ കോമ്പൗണ്ട് വാൾ നിർമ്മാണം,1000000.0,1,True,0.010045,1847
af4c3f85-6e07-45cc-9daa-b14815d871f8,,,,,4,False,0.041887,11780,,PURCHASING MEDICINE FOR GOVT: AYURVEDA HOSPITAL AND CHERAVALLY AYURVEDA SUB CENTRE,,1200000.0,5,True,0.013051,2168,S0212/16,PURCHASING MEDICINE FOR GOVT: AYURVEDA HOSPITAL AND CHERAVALLY AYURVEDA SUB CENTRE,കായംകുളം ഗവ.ആയൂർവേദ ആശുപത്രിക്കും ചേരാവള്ളി ആയൂർവേദ സബ്സെൻറെറിനും മരുന്നുവാങ്ങൽ,1200000.0,1,True,0.010947,1315,S0212/16,PURCHASING MEDICINE FOR GOVT: AYURVEDA HOSPITAL AND CHERAVALLY AYURVEDA SUB CENTRE,"കായംകുളം മുനിസിപ്പാലിറ്റി, ചെറവള്ളി ആയുർവേദ സബ് സെന്ററിലെ മരുന്ന് വാങ്ങൽ",0.0,1,True,0.006632,1190
b363c1be-aa7c-4984-b7dd-7ad620f76d36,,,,,4,False,0.03562,9691,,Purchase of Lab Re Agents in CHC Andoorkonam,,100000.0,4,True,0.012103,1852,S0033/20,Purchase of Lab Re Agents in CHC Andoorkonam,"ആൻഡോർക്കോണം സി.എച്ച്.സി യിൽ ലാബിന് ആവശ്യമായ പ്രവർത്തനത്തിന് ലാബ് റീ ഏജന്റ്സ് വാങ്ങുന്നതിനായി 1,00,000/- രൂപ വകയിരുത്തിയിരിക്കുന്നു",100000.0,1,True,0.010507,1139,S0033/20,Purchase of Lab Re Agents in CHC Andoorkonam,അണ്ടൂർക്കോണം സി എച്ച് സി യിൽ ലാബ് റീ ഏജന്റ്സ്,100000.0,1,True,0.006553,1137
b41d2879-b9c9-44c9-92ba-c0f70959597b,,,,,6,False,0.076909,22370,,NAMEBOARD FOR ANGANWADIES,,39000.0,7,True,0.019376,3192,S0223/22,NAMEBOARD FOR ANGANWADIES,അങ്കണവാടികൾക്ക് നെയിം ബോർഡ് സ്ഥാപിക്കൽ,39000.0,1,True,0.015422,1571,S0223/22,NAMEBOARD FOR ANGANWADIES,അങ്കണവാടികൾക്ക് നേം ബോർഡ് സ്ഥാപിക്കൽ,39000.0,1,True,0.009343,1379
b4937393-82b6-4ca7-9fc5-28089a66e20d,,,,,3,False,0.039211,10888,,Njalloor Anganwadi-child friendly centre,,,4,True,0.012451,1968,S0068/14,Njalloor Anganwadi-child friendly centre,ഞള്ളൂർ അംഗനവാടിയിൽ ശിശു സൌഹാർദ്ദമന്ദിരം(വിഹിതം നൽകൽ,0.0,1,True,0.010305,1058,S00668/14,Njalioor Anganwadi-child friendly centre,ഞാറൾ അംഗൻവാടി ശിശു സൗഹൃദവൽക്കരണം,952000.0,1,True,0.006235,925
b55319f7-eafa-4fa9-8c9e-6d8b66279ecc,,,,,5,False,0.076988,22396,,North Paravoor Municipality 2020-21 Thodu cleaning inward No 26 to 29,,160000.0,7,True,0.018925,3042,S0287/21,North Paravoor Muncipality202-21 Thodu cleaning inward No26 to 29,നോർത്ത് പറവൂർ നഗരസഭ- 26 മുതൽ 29 വരെയുള്ള വിവിധ വാർഡുകളിലെ തോടുകളുടെ ശുചീകരണം,160000.0,1,True,0.015092,1439,S0287/21,North Paravoor Municipality202-21 Thodu cleaning inward No26 to 29,നോർത്ത് പറവൂർ നഗരസഭ- 26 മുതൽ 29 വരെയുള്ള വിവിധ വാർഡുകളിലെ തോടുശുചീകരണം,160000.0,1,True,0.009404,1419
bb8f7a37-ddf9-427a-a2ca-325390528b76,,,,,3,False,0.019131,4735,,Thayyulathil Mukku Vayalotuthazha Road Tarring,,250000.0,5,True,0.009927,1667,S0100/20,ThayyuLathil Mukku Vayalottuthazha Road Tarring,തയ്യിലത്തിൽ മുക്ക് വയലോട്ടുതാഴ റോഡ് ടാറിംഗ്,250000.0,1,True,0.008381,1054,S0100/20,Thayulathil Mukku Vayalotuthazha Road Tarring,തയലത്തിൽ മുക്ക് വയലോട്ടുതാഴ റോഡ് ടാറിംഗ്,250000.0,1,True,0.005079,962
be4e578f-3071-4029-b582-90f0652e029b,,,,,5,False,0.071292,20498,,Construction of toilet and waste pit in Panchayath office compound,,162982.0,7,True,0.034164,8122,S0122/20,Construction of toilet and waste pit in Panchayath office compound,"പഞ്ചായത്ത് കോബൌണ്ടിൽ ടൊയ് ലറ്റ്, വേസ്റ്റ് പിറ്റ് നിർമ്മാണം",162982.0,1,True,0.016089,1838,S0122/20,Construction of toilet and waste pit in Panchayath office compound,"പഞ്ചായത്ത് ഓഫീസിൽ ടോയ്‌ലറ്റ്, വേസ്റ്റ് പിറ്റ് നിർമ്മാണം",162982.0,1,True,0.009559,1523
bfa8c66e-2b23-479b-945d-4e5abcc48e10,,,,,9,False,0.095747,27566,,Improvements to Vattakulam SC Colony in Aruvikkara Panchayath,,2000000.0,15,True,0.028535,5162,S1288/21,Improvements to Vattakulam SC Colony in Aruvikkara Panchayath,വട്ടക്കുളം എസ് സി കോളനി നവീകരണം അരുവിക്കര പഞ്ചായത്ത്,2000000.0,1,True,0.021665,2535,S1288/21,Improvements to Vattakulam SC Colony in Aruvikkara Panchayath,വട്ടംകുളം എസ് സി കോളനി നവീകരണം അരുവിക്കര പഞ്ചായത്ത്,2000000.0,1,True,0.012976,2183
c0da2e9b-daf5-45e1-b08c-bdfa9e2035fb,,,,,5,False,0.05271,14304,,Conversion of Valakkandi-Mathamkulangara-Palakkal electric line to three phase,,200000.0,6,True,0.035865,8689,S0301/22,Conversion of Valakkandi-Mathamkulangara-Palakkal electric line to three phase,വലക്കണ്ടി-മാതാംകുളങ്ങര -പാലക്കൽവൈദ്യതി ലൈൻ ത്രീ ഫേസ് ആക്കൽ,200000.0,1,True,0.015756,1705,S0301/22,Conversion of Valakkandi-Mathamkulangara-Palakkal electric line to three phase,വലക്കണ്ടി-മതംകുളങ്ങര-പാലക്കൽ ലൈൻ ത്രീ ഫേസ് ആക്കൽ,200000.0,1,True,0.008903,1086
c168a31d-4182-46e5-bc88-a624d079a2b4,,,,,3,False,0.027174,7416,,Pallikkandi Mukk Ambalathil Mukk Road,,446000.0,4,True,0.009378,1484,S0220/24,Pallikkandi Mukk Ambalathil Mukk Road,പള്ളിക്കണ്ടി മുക്ക് അമ്പലത്തിൽ മുക്ക് ടാറിങ്,446000.0,1,True,0.008341,1038,S0220/24,Pallikkandi Mukk Ambalathil Mukk Road,പള്ളിക്കണ്ടി മുക്ക് അമ്പലത്തിൽ മുക്ക് റോഡ്,446000.0,1,True,0.004643,671
c303d004-c543-414d-8722-ede6d2964f41,,,,,3,False,0.03466,9371,,MALINYA MUKTHA NAVA KERALAM CAMPAIGN THUDAR PRAVARTHANAGAL SUCHITWAM,,,6,True,0.012859,2104,S0039/25,MALINYA MUKTHA NAVA KERALAM CAMPAIGN THUDAR PRAVARTHANAGAL SUCHITWAM,മാലിനമുക്ത നവകേരളം,,1,True,0.010712,1221,S0039/25,MALINYA MUKTHA NAVA KERALAM CAMPAIGN THUDAR PRAVARTHANAGAL SUCHITWAM,മാലിന്യമുക്ത നവകേരളം,100000.0,1,True,0.005849,668
c4d339fa-4a1d-4f2c-b4e8-24bc6c106000,,,,,10,False,0.060272,16823,,Purchase of computer and other related equipments for office of Assistant Executive engineer,,170000.0,10,True,0.019985,3394,S0203/24,Purchase of computer and other related equipments for office of Assistant Executive engineer,അസിസ്റ്റൻറ് എക്സിക്യട്ടീവ് എഞ്ചിനീയറുടെ ഓഫീസിലേക്ക് കമ്പ്യൂട്ടർ അനുബന്ധ ഉപകരണങ്ങളും വാങ്ങൽ,170000.0,1,True,0.017557,2424,S0203/24,Purchase of computer and other related equipments for office of Assistant Executive engineer,അസിസ്റ്റന്റ് എഞ്ചിനീയറുടെ ഓഫീസിലേക്ക് കമ്പ്യൂട്ടർ അനുബന്ധ ഉപകരണങ്ങൾ വാങ്ങൽ,170000.0,1,True,0.009557,1520
c77c2273-0849-4407-b237-8574f5f6d670,,,,,4,False,0.039953,11135,,2019-20 A R Road bus stop renovation -share to Thannyam G P,,500000.0,5,True,0.011787,1746,S0673/20,"2019-20,A R Road bus stop renovation -share to Thannyanm GP","2019-20,എ ആർ റോഡ് ബസ് സ്റ്റോപ്പ് നവീകരണം-താന്ന്യം ഗ്രാമപഞ്ചായത്തിന് വിഹിതം നൽകൽ",500000.0,1,True,0.011553,1557,S0673/20,2019-20 A R Road bus stop renovation -share to Thannyanm G P,2019-20-ലെ ആർ റോഡ് ബസ് സ്റ്റോപ്പ് നവീകരണം -ഷെയർ ടു തണ്ണിയം ജി പി,500000.0,1,True,0.006852,1336
c8d068f2-115e-4945-a5ee-92769ac7b1b8,,,,,8,False,0.054309,14836,,KDP 2020-21 GHSS UDMA AUDITORIUM MAINTENANCE IN UDMA GP,,1500000.0,6,True,0.019833,3344,S0670/21,KDP 2020-21 GHSS UDMA AUDITORIUM MAINTENANCE IN UDMA GP,ജിഎച്ച് എസ് എസ് ഉദുമ ഓഡിറ്റോറിയം അറ്റകുറ്റ പണി,1500000.0,1,True,0.016776,2112,S0670/21,KDP 2020-21 GHSS UDMA AUDITORIUM MAINTENANCE IN UDMA GP,ജിഎച്ച് എസ് ഉദുമ ഓഡിറ്റോറിയം അറ്റകുറ്റ പണി,1500000.0,1,True,0.00953,1503
c8ea08b0-bc4e-404a-816d-05567ba74a5c,,,,,4,False,0.07242,20874,,Renovation of drain with covering slab at Krishna Pillai Auditorium to the in front of the Crematorium,,834339.0,5,True,0.019302,3168,S0029/21,Renovation of drain with covering slab at Krishna Pillai Auditorium to the in front of the Crematorium,ശ്മശാനത്തിൻറെ മുന്നിലുള്ള തോടിനു കൃഷ്ണപിള്ള വായനശാല റോഡ് വരെ സ്ലാബിട്ട് വഴി സഞ്ചാരയോഗ്യമാക്കുക,834339.0,1,True,0.015414,1568,S0029/21,Renovation of drain with covering slab at Krishna Pillai Auditorium to the in front of the Crematorium,ശവപ്പറമ്പിന് മുന്നിലുള്ള കൃഷ്ണ പിള്ള ഡയനാമല റോഡ് വരെ സ്ലാബിട്ട് ഡ്രെയിനേജ് നിർമ്മിച്ച് വിരിക്കൽ,834339.0,1,True,0.009808,1689
cc14bf8b-db7c-4228-aedf-1d4cfa1bb205,,,,,4,False,0.066545,18915,,Basic facilities & kitchen Equipments for Panchayat Kudumbasree Canteen Kallettumkara,,302000.0,4,True,0.019357,3186,S0349/19,Basic facilities & kitchen Equipments for Panchayat Kudumbasree Canteen Kallettumkara,"പഞ്ചായത്ത് കുടുംബശ്രീ വനിതാ കാൻറീൻ - അടിസ്ഥാന സൗകര്യം ഒരുക്കൽ,ഉപകരണങ്ങൾ വാങ്ങൽ",302000.0,1,True,0.017602,2443,S0349/19,Basic facilities & kitchen Equipments for Panchayat Kudumbasree Canteen Kallettumkara,പഞ്ചായത്ത് കുടുംബശ്രീ വനിതാ കാന്റീൻ - അടിസ്ഥാന സൗകര്യ ഉപകരണങ്ങൾ വാങ്ങൽ,302000.0,1,True,0.010332,2038
cc82ead1-dc2b-4234-8865-dea7b70d5b76,,,,,3,False,0.024969,6681,,Construction of a footbridge and a drainage at chembatty colony,,,4,True,0.009252,1442,S0190/17,Construction of a footbridge and a drainage at chembatty colony,"ചെമ്പട്ടി കോളനി നടപ്പാലം, ഡ്രെയിനേജ് നിർമ്മാണം",200000.0,1,True,0.008043,919,S0190/17,Construction of a footbridge and a drainage at chembatty colony,"ചെമ്പട്ടി കോളനി നടപ്പാലം, ഡ്രെയിനേജ് നിർമ്മാണം",200000.0,1,True,0.004629,662
d1ff72c3-05a8-4d55-accc-c987616af20a,,,,,3,False,0.034948,9467,,PURCHASE OF MEDICINE FOR DISTRICT AYURVEDA HOSPITAL,,,4,True,0.011857,1770,S0773/15,PURCHASE OF MEDICINE FOR DISTRICT AYURVEDA HOSPITAL,ജില്ലാ ആയുർവേദ ആശുപത്രിയിലേക്ക് മരുന്ന് വാങ്ങുന്നതിന്,7000000.0,1,True,0.010705,1218,S0773/15,PURCHASE OF MEDICINE FOR DISTRICT AYURVEDA HOSPITAL,ജില്ലാ ആയുർവേദ ആശുപത്രിക്ക് മരുന്ന് വാങ്ങൽ,7000000.0,1,True,0.006224,918
d6d98c16-2958-4f82-a714-858140d0b4b9,,,,,3,False,0.046086,13179,,DPT- TSR- 2019-20 - Share to Eriyad GP for Green Valley Road Retarring - Ward - 16 - Eriyad Division,,600000.0,3,True,0.012734,2062,S0259/20,DPT-TSR-2019-20 - Share to Eriyad GP for Green Valley Road Retarring - Ward - 16 - Eriyad Division,ഗ്രീൻവാലി റോഡ് റീടാറിംഗ്- വാർഡ് 16 - എറിയാട് ഡിവിഷൻ,600000.0,1,True,0.011486,1530,S0259/20,DPT- TSR- 2019-20 - Share to Eriyad GP for Green Valley Road Retarring - Ward - 16 - Eriyad Division,ഗ്രീൻവാലി റോഡ് റീടാർ - വാർഡ് 16 - എറിയാട് ഡിവിഷൻ,600000.0,1,True,0.006578,1153
d923d327-5da3-4497-b38a-6eab5d502e62,,,,,3,False,0.028786,7413,,SPORTS KIT FOR REGISTERED CLUB,,200000.0,4,True,0.011071,1508,S0105/24,SPORTS KIT FOR REGISTERED CLUB,ക്ലബ്ബുകൾക്ക് സ്പോർട്സ് കിറ്റ്,200000.0,1,True,0.012165,1802,S0105/24,SPORTS KIT FOR REGISTERED CLUB,കല്ലൂർ സ്പോർട്സ് കിറ്റ്,200000.0,1,True,0.006416,1046
da214acc-e83a-42be-8bd3-27f6c30ae9d9,,,,,3,False,0.029196,8090,,Narukkanchira uravukuzhi road concrete wad 19,,150000.0,4,True,0.010191,1755,S0129/20,Narukkanchira uravukuzhi road concrete wad 19,നറുക്കൻചിറ ഉറവുകുഴി റോഡ് കോൺക്രീറ്റ് വാർഡ് 19,150000.0,1,True,0.008026,912,S0129/20,Narukkanchira uravukuzhi road concrete wad 19,നരകംകുഴി ഉരവുകുഴി റോഡ് കോൺക്രീറ്റ് വാർഡ് 19,150000.0,1,True,0.004728,728
dcce667f-55ad-4842-b52b-bd0e3f6de65b,,,,,5,False,0.03682,10091,,PURCHASE OF COMPUTER AND PRINTER TO ICDS OFFICE,,60000.0,6,True,0.017476,3643,S0146/19,PURCHASE OF COMPUTER AND PRINTER TO ICDS OFFICE,"ഐസിഡിഎസ് ഓഫീസിലേക്ക് കമ്പ്യൂട്ടർ,പ്രിന്റർ വാങ്ങൽ",60000.0,1,True,0.010425,1106,S0146/19,PURCHASE OF COMPUTER AND PRINTER TO ICDS OFFICE,"ഐസിഡിഎസ് ഓഫീസിലേക്ക് കമ്പ്യൂട്ടർ, പ്രിന്റർ വാങ്ങൽ",60000.0,1,True,0.006083,824
de6d93d0-53e0-4866-a4a6-2afde5cd4182,,,,,7,False,0.07131,20503,,REPAIR WORKS OF VARIOUS ANGANVADIED IN SECTOR 4- 2023,,5000000.0,6,True,0.018789,2996,S0026/23,REPAIR WORKS OF VARIOUS ANGANVADIED IN SECTOR 4- 2023,സൂളിക-4 ലെ വിവിധ അംഗൻവാടികൾ റിപ്പയർ 2023,7000000.0,1,True,0.510872,198219,S0026/23,REPAIR WORKS OF VARIOUS ANGANVADIED IN SECTOR 4- 2023,സെക്ടർ 4 ലെ വിവിധ അംഗൻവാടികളുടെ റിപ്പയർ 2023,5000000.0,1,True,0.009535,1506
